iter	Logloss
768	0.5955853456
769	0.5955214519
770	0.5955072926
771	0.5954634152
772	0.5953815623
773	0.5952928307
774	0.595239188
775	0.5951631838
776	0.5951145346
777	0.5950896493
778	0.5950337943
779	0.5949534012
780	0.5948854128
781	0.5947756618
782	0.594738682
783	0.5947062734
784	0.5946684686
785	0.5946080854
786	0.5945753289
787	0.5945324096
788	0.594503641
789	0.5944788746
790	0.5943956738
791	0.5943517461
792	0.5942455953
793	0.5941823965
794	0.59413811
795	0.5939791652
796	0.5939050037
797	0.593821064
798	0.593795543
799	0.5937284352
800	0.5937112008
801	0.593683681
802	0.5936348053
803	0.5935912802
804	0.5935493864
805	0.5935004767
806	0.5934686919
807	0.5933863982
808	0.5933748931
809	0.5933420705
810	0.5932971489
811	0.5932497153
812	0.5931994033
813	0.5931789278
814	0.5931239604
815	0.5931003823
816	0.5930442124
817	0.5929666091
818	0.5929268613
819	0.5928265047
820	0.5927719864
821	0.5927384229
822	0.5926639673
823	0.5925908844
824	0.5925474562
825	0.5924860155
826	0.5924187985
827	0.5923973698
828	0.5923484196
829	0.5923007751
830	0.5922437356
831	0.5921694005
832	0.5920409051
833	0.5920171759
834	0.5919597242
835	0.5918952096
836	0.5918246258
837	0.5917643196
838	0.5917097443
839	0.5916467602
840	0.5916058945
841	0.5915410628
842	0.5914841016
843	0.591431723
844	0.5913704526
845	0.591316909
846	0.5912907361
847	0.5911629329
848	0.5911271997
849	0.591079586
850	0.5910436802
851	0.5910033378
852	0.5909761384
853	0.5909359738
854	0.5909079843
855	0.5908425119
856	0.5907652808
857	0.5906608576
858	0.5905864463
859	0.590519722
860	0.5904822349
861	0.5904457267
862	0.5903918152
863	0.5903470013
864	0.5902702989
865	0.5902114716
866	0.5901934304
867	0.590129593
868	0.5900253464
869	0.5899866662
870	0.5899441958
871	0.5898615998
872	0.5897841903
873	0.5897300605
874	0.5896904426
875	0.589625189
876	0.5895868121
877	0.5895187822
878	0.5894690781
879	0.5893835917
880	0.5893334196
881	0.5892571862
882	0.5892262158
883	0.589140822
884	0.5890992709
885	0.5890602533
886	0.5890174477
887	0.588986223
888	0.5889196234
889	0.5888616034
890	0.5887983433
891	0.5887505052
892	0.5887016878
893	0.5886473549
894	0.5886106
895	0.588559451
896	0.5885175487
897	0.5884866967
898	0.5884368435
899	0.5883999864
900	0.5883706266
901	0.5883195819
902	0.5882674219
903	0.5881991601
904	0.5881649036
905	0.5881270441
906	0.5880657052
907	0.5880236425
908	0.5879860287
909	0.5879419843
910	0.5879100183
911	0.5878382402
912	0.5877632127
913	0.5877009059
914	0.5876455994
915	0.5876109435
916	0.5875437326
917	0.5874776275
918	0.5874163531
919	0.5873882916
920	0.5873203199
921	0.5872728509
922	0.5872089546
923	0.5871789447
924	0.587116881
925	0.5870558122
926	0.5870123998
927	0.5869757031
928	0.58692631
929	0.586872098
930	0.5868075436
931	0.5867691182
932	0.5867044554
933	0.5866325697
934	0.586552162
935	0.5865059724
936	0.5864355925
937	0.5863688081
938	0.5862722835
939	0.5862305704
940	0.586168257
941	0.5861161901
942	0.5860429165
943	0.5859818524
944	0.5859114249
945	0.5858731391
946	0.5858163678
947	0.5857730916
948	0.5857079853
949	0.5856618197
950	0.5856227265
951	0.5855674517
952	0.5855068735
953	0.5854197428
954	0.5853678417
955	0.5853253469
956	0.5852750404
957	0.5851698265
958	0.5851074302
959	0.5850641852
960	0.5850072598
961	0.5849733774
962	0.5849087918
963	0.5848321047
964	0.5847855968
965	0.584707916
966	0.5845862114
967	0.5845391898
968	0.5845133653
969	0.5844592257
970	0.5843888089
971	0.584349605
972	0.5843108446
973	0.5842445773
974	0.5842124612
975	0.5841806553
976	0.5841365034
977	0.5841106056
978	0.5840453655
979	0.5840005537
980	0.5839538851
981	0.5839062293
982	0.5838373191
983	0.5837842439
984	0.5837385573
985	0.5836922795
986	0.5836513939
987	0.5836251779
988	0.5835853394
989	0.5835143418
990	0.5834880805
991	0.5834291755
992	0.5833399257
993	0.5832930667
994	0.5831938769
995	0.5831525892
996	0.5831105808
997	0.5830788643
998	0.5830631204
999	0.5830262844
